SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBEß,MMR1
6026561,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,LOS PADRES ELEMENTARY,113,0,0,113
6026579,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,MISSION PARK ELEMENTARY,89,0,1,85
6026587,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,MONTEREY PARK ELEMENTARY,94,1,1,89
6026595,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,NATIVIDAD ELEMENTARY,88,0,0,82
6026603,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,ROOSEVELT ELEMENTARY,79,0,0,78
6026611,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,SHERWOOD ELEMENTARY,123,0,0,115
6066963,MONTEREY,PUBLIC,SALINAS CITY ELEMENTARY,SALINAS,UNIVERSITY PARK ELEMENTARY,104,0,0,91
6026629,MONTEREY,PUBLIC,SAN ANTONIO UNION ELEMENTARY,LOCKWOOD,SAN ANTONIO ELEMENTARY,18,0,0,15
6026637,MONTEREY,PUBLIC,SAN ARDO UNION ELEMENTARY,SAN ARDO,SAN ARDO ELEMENTARY,13,0,0,13
6026652,MONTEREY,PUBLIC,SANTA RITA UNION ELEMENTARY,SALINAS,LA JOYA ELEMENTARY,100,0,1,98
6120224,MONTEREY,PUBLIC,SANTA RITA UNION ELEMENTARY,SALINAS,MCKINNON,75,0,0,75
107391,MONTEREY,PUBLIC,SANTA RITA UNION ELEMENTARY,SALINAS,NEW REPUBLIC ELEMENTARY,87,0,1,84
6026660,MONTEREY,PUBLIC,SANTA RITA UNION ELEMENTARY,SALINAS,SANTA RITA ELEMENTARY,129,0,1,124
106336,MONTEREY,PUBLIC,SOLEDAD UNIFIED,SOLEDAD,FRANK LEDESMA ELEMENTARY,69,0,1,68
6105472,MONTEREY,PUBLIC,SOLEDAD UNIFIED,SOLEDAD,GABILAN ELEMENTARY,52,0,0,52
111088,MONTEREY,PUBLIC,SOLEDAD UNIFIED,SOLEDAD,JACK FRANSCIONI ELEMENTARY,72,0,0,72
6118756,MONTEREY,PUBLIC,SOLEDAD UNIFIED,SOLEDAD,ROSE FERRERO ELEMENTARY,93,1,0,81
6026686,MONTEREY,PUBLIC,SOLEDAD UNIFIED,SOLEDAD,SAN VICENTE ELEMENTARY,115,1,0,113
6026694,MONTEREY,PUBLIC,SPRECKELS UNION ELEMENTARY,SPRECKELS,SPRECKELS ELEMENTARY,123,0,5,112
6092688,MONTEREY,PUBLIC,WASHINGTON UNION ELEMENTARY,SALINAS,TORO PARK ELEMENTARY,110,1,1,95
6974679,MONTEREY,PRIVATE,,CARMEL,JUNIPERO SERRA SCHOOL,16,0,0,16
6921951,MONTEREY,PRIVATE,,CARMEL,STEVENSON SCHOOL CARMEL CAMPUS,24,0,1,23
6142434,MONTEREY,PRIVATE,,KING CITY,HILLSVIEW CHRISTIAN ACADEMIC SCHOOL, ,,,
6146252,MONTEREY,PRIVATE,,KING CITY,NEW LIFE CHRISTIAN SCHOOL, ,,,
6974760,MONTEREY,PRIVATE,,MONTEREY,SAN CARLOS ELEMENTARY,33,0,0,33
6936744,MONTEREY,PRIVATE,,MONTEREY,SANTA CATALINA SCHOOL,24,0,1,21
6974687,MONTEREY,PRIVATE,,SALINAS,MADONNA DEL SASSO,23,0,0,22
6974711,MONTEREY,PRIVATE,,SALINAS,SACRED HEART SCHOOL,29,0,0,29
6974745,MONTEREY,PRIVATE,,SALINAS,SALINAS CHRISTIAN SCHOOLS,21,0,0,21
6912240,MONTEREY,PRIVATE,,SEASIDE,MONTEREY BAY CHRISTIAN SCHOOL,10,0,1,9
6026744,NAPA,PUBLIC,CALISTOGA JOINT UNIFIED,CALISTOGA,CALISTOGA ELEMENTARY,85,0,1,81
6026751,NAPA,PUBLIC,HOWELL MOUNTAIN ELEMENTARY,ANGWIN,HOWELL MOUNTAIN ELEMENTARY,12,0,0,12
109140,NAPA,PUBLIC,NAPA VALLEY UNIFIED,AMERICAN CANYON,CANYON OAKS ELEMENTARY,106,0,0,106
6026827,NAPA,PUBLIC,NAPA VALLEY UNIFIED,AMERICAN CANYON,DONALDSON WAY ELEMENTARY,97,0,3,93
6026876,NAPA,PUBLIC,NAPA VALLEY UNIFIED,AMERICAN CANYON,NAPA JUNCTION ELEMENTARY,124,0,2,119
6026769,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,ALTA HEIGHTS ELEMENTARY,76,0,4,72
6026777,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,BEL AIRE PARK ELEMENTARY,65,0,2,63
6026785,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,BROWNS VALLEY ELEMENTARY,110,0,5,105
6026835,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,EL CENTRO ELEMENTARY,30,0,1,29
6026850,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,MCPHERSON ELEMENTARY,67,0,0,64
6026868,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,MT. GEORGE INTERNATIONAL,51,0,5,45
6026983,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,NAPA VALLEY LANGUAGE ACADEMY,100,0,2,98
6026892,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,NORTHWOOD ELEMENTARY,54,0,1,53
6026900,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,PHILLIPS ELEMENTARY,73,0,0,72
6026918,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,PUEBLO VISTA ELEMENTARY,96,0,1,94
6026926,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,SALVADOR ELEMENTARY,91,0,3,88
6026934,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,SHEARER CHARTER,114,0,1,112
6026942,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,SNOW ELEMENTARY,86,0,1,84
108605,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,STONE BRIDGE,41,1,21,19
6026967,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,VICHY ELEMENTARY,50,1,1,48
6026975,NAPA,PUBLIC,NAPA VALLEY UNIFIED,NAPA,WEST PARK ELEMENTARY,69,0,0,69
6027007,NAPA,PUBLIC,NAPA VALLEY UNIFIED,YOUNTVILLE,YOUNTVILLE ELEMENTARY,24,0,0,24
6117964,NAPA,PUBLIC,SAINT HELENA UNIFIED,ST. HELENA,SAINT HELENA PRIMARY,86,0,0,73
6976203,NAPA,PRIVATE,,ANGWIN,PACIFIC UNION COLLEGE ELEMENTARY,16,0,2,13
6202287,NAPA,PRIVATE,,NAPA,BLUE OAK SCHOOL,12,0,0,11
7101660,NAPA,PRIVATE,,NAPA,FIRST CHRISTIAN SCHOOL OF NAPA,18,0,0,18
6912216,NAPA,PRIVATE,,NAPA,KOLBE ACADEMY,11,0,0,11
6976211,NAPA,PRIVATE,,NAPA,ST. APOLLINARIS ELEMENTARY,45,0,0,45
6976237,NAPA,PRIVATE,,NAPA,ST. JOHN THE BAPTIST CATHOLIC,17,0,0,14
6976245,NAPA,PRIVATE,,NAPA,ST. JOHN'S LUTHERAN ELEMENTARY,26,1,3,22
6976229,NAPA,PRIVATE,,ST. HELENA,ST. HELENA CATHOLIC SCHOOL,11,0,0,11
6956833,NAPA,PRIVATE,,ST. HELENA,ST. HELENA MONTESSORI,20,0,2,17
6027080,NEVADA,PUBLIC,CHICAGO PARK ELEMENTARY,GRASS VALLEY,CHICAGO PARK ELEMENTARY,13,0,3,10
6027098,NEVADA,PUBLIC,CLEAR CREEK ELEMENTARY,GRASS VALLEY,CLEAR CREEK ELEMENTARY,17,0,0,13
125955,NEVADA,PUBLIC,GRASS VALLEY ELEMENTARY,GRASS VALLEY,BELL HILL ACADEMY,45,0,4,40
6111140,NEVADA,PUBLIC,GRASS VALLEY ELEMENTARY,GRASS VALLEY,GRASS VALLEY CHARTER,48,2,10,36
6106157,NEVADA,PUBLIC,GRASS VALLEY ELEMENTARY,GRASS VALLEY,MARGARET G. SCOTTEN ELEMENTARY,79,0,4,71
6097315,NEVADA,PUBLIC,NEVADA CITY ELEMENTARY,NEVADA CITY,DEER CREEK ELEMENTARY,78,0,7,71
114975,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,GRASS VALLEY,SIERRA MONTESSORI ACADEMY,11,0,6,5
126219,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,FOREST CHARTER,30,0,21,9
114330,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,NEVADA CITY SCHOOL OF THE ARTS,54,0,27,23
126227,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,TWIN RIDGES HOME STUDY CHARTER,27,0,19,8
114322,NEVADA,PUBLIC,NEVADA COUNTY OFFICE OF EDUCATION,NEVADA CITY,YUBA RIVER CHARTER,60,0,42,18
6027189,NEVADA,PUBLIC,PENN VALLEY UNION ELEMENTARY,PENN VALLEY,READY SPRINGS ELEMENTARY,30,1,4,25
6110746,NEVADA,PUBLIC,PENN VALLEY UNION ELEMENTARY,PENN VALLEY,WILLIAMS RANCH ELEMENTARY,64,0,12,52
6105811,NEVADA,PUBLIC,PLEASANT RIDGE UNION ELEMENTARY,GRASS VALLEY,ALTA SIERRA ELEMENTARY,61,0,3,51
6101018,NEVADA,PUBLIC,PLEASANT RIDGE UNION ELEMENTARY,GRASS VALLEY,COTTAGE HILL ELEMENTARY,76,1,3,64
6089403,NEVADA,PUBLIC,TWIN RIDGES ELEMENTARY,NEVADA CITY,GRIZZLY HILL,15,0,1,9
6027197,NEVADA,PUBLIC,UNION HILL ELEMENTARY,GRASS VALLEY,UNION HILL ELEMENTARY,100,0,10,90
6936868,NEVADA,PRIVATE,,AUBURN,FOREST LAKE CHRISTIAN,18,0,3,12
6988315,NEVADA,PRIVATE,,GRASS VALLEY,MOUNT ST. MARY'S ACADEMY,12,0,0,12
6027288,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,BARTON -CLARA- ELEMENTARY,118,0,0,118
6027429,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,EDISON -THOMAS- ELEMENTARY,154,0,0,154
6027262,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,FRANKLIN -BENJAMIN- ELEMENTARY,101,0,0,94
6027361,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,GAUER -MELBOURNE A.- ELEMENTARY,109,0,0,108
6027320,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,GUINN -JAMES M.- ELEMENTARY,117,0,0,116
6027387,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,HENRY -PATRICK- ELEMENTARY,142,0,0,134
6027437,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,JEFFERSON -THOMAS- ELEMENTARY,74,0,0,74
6027254,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,JUAREZ -BENITO- ELEMENTARY,105,0,0,105
6027221,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,LINCOLN -ABRAHAM- ELEMENTARY,179,0,0,174
6027353,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,LOARA ELEMENTARY,94,0,0,94
6027338,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,MADISON -JAMES- ELEMENTARY,92,0,0,91
6027312,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,MANN -HORACE- ELEMENTARY,160,0,0,160
6027346,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,MARSHALL -JOHN- ELEMENTARY,106,0,1,105
6113393,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,OLIVE STREET ELEMENTARY,122,0,0,118
113712,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,ORANGE GROVE ELEMENTARY,101,0,0,101
6027379,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,PALM LANE ELEMENTARY,131,0,0,128
121053,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,PONDEROSA ELEMENTARY,191,0,0,190
6027239,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,PRICE -ADELAIDE- ELEMENTARY,94,0,0,92
6027395,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,REVERE -PAUL- ELEMENTARY,176,0,1,136
6027411,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,ROOSEVELT -THEODORE- ELEMENTARY,91,0,1,87
6027270,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,ROSS -BETSY- ELEMENTARY,167,0,0,164
6027247,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,STODDARD -ALEXANDER J.- ELEMENTARY,94,0,0,93
6027403,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,SUNKIST ELEMENTARY,146,0,0,146
6116123,ORANGE,PUBLIC,ANAHEIM CITY,ANAHEIM,WESTMONT ELEMENTARY,128,0,0,128
6027445,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,AROVISTA ELEMENTARY,103,2,2,99
6101901,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,BREA COUNTRY HILLS ELEMENTARY,91,0,2,81
6027452,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,LAUREL ELEMENTARY,42,0,2,40
6027460,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,MARIPOSA ELEMENTARY,70,0,3,65
6027478,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,OLINDA ELEMENTARY,73,0,0,72
6068571,ORANGE,PUBLIC,BREA-OLINDA UNIFIED,BREA,WILLIAM E. FANNING ELEMENTARY,56,0,1,55
6027486,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,ARTHUR F. COREY ELEMENTARY,75,0,1,72
6027494,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,CARL E. GILBERT ELEMENTARY,87,0,0,87
6027510,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,CHARLES G. EMERY ELEMENTARY,100,0,2,97
6027536,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,GORDON H. BEATTY ELEMENTARY,136,0,0,134
6027569,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,JAMES A. WHITAKER ELEMENTARY,98,0,1,96
6027577,ORANGE,PUBLIC,BUENA PARK ELEMENTARY,BUENA PARK,MABEL L. PENDLETON ELEMENTARY,54,0,0,54
100735,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,CANYON VISTA ELEMENTARY,90,0,1,89
123729,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,COMMUNITY ROOTS ACADEMY,80,0,8,61
6117634,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,DON JUAN AVILA ELEMENTARY,130,1,14,105
6117758,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,JOURNEY,87,0,54,33
6113344,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,OAK GROVE ELEMENTARY,107,1,0,100
6111835,ORANGE,PUBLIC,CAPISTRANO UNIFIED,ALISO VIEJO,WOOD CANYON ELEMENTARY,57,0,0,46
6027627,ORANGE,PUBLIC,CAPISTRANO UNIFIED,CAPISTRANO BEACH,PALISADES ELEMENTARY,66,2,3,53
6114524,ORANGE,PUBLIC,CAPISTRANO UNIFIED,COTO DE CAZA,WAGON WHEEL ELEMENTARY,73,0,3,68
6027635,ORANGE,PUBLIC,CAPISTRANO UNIFIED,DANA POINT,RICHARD HENRY DANA ELEMENTARY,43,0,1,40
6117881,ORANGE,PUBLIC,CAPISTRANO UNIFIED,DANA POINT,RICHARD HENRY DANA EXCEPTIONAL NEEDS,10,0,1,9
6118947,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LADERA RANCH,CHAPARRAL ELEMENTARY,115,0,6,103
100909,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LADERA RANCH,LADERA RANCH ELEMENTARY,150,0,21,129
108704,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LADERA RANCH,OSO GRANDE ELEMENTARY,189,1,6,178
6027593,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,CROWN VALLEY ELEMENTARY,90,0,7,59
6108740,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,GEORGE WHITE ELEMENTARY,108,1,7,98
6111801,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,HIDDEN HILLS ELEMENTARY,56,0,3,46
6111827,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,JOHN MALCOM ELEMENTARY,91,0,15,63
6120281,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,LAGUNA NIGUEL ELEMENTARY,68,0,0,64
6106801,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,MARIAN BERGESON ELEMENTARY,118,2,8,90
6095087,ORANGE,PUBLIC,CAPISTRANO UNIFIED,LAGUNA NIGUEL,MOULTON ELEMENTARY,112,0,7,88
6111793,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,BATHGATE ELEMENTARY,117,0,11,102
6098495,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CARL HANKEY ELEMENTARY,51,0,3,47
6089452,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,CASTILLE ELEMENTARY,78,0,3,70
124743,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,OXFORD PREPARATORY ACADEMY - SOUTH ORANGE COUNTY,84,0,14,69
6109474,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,PHILIP J. REILLY ELEMENTARY SPECIAL EDUCATION,108,7,0,100
6068589,ORANGE,PUBLIC,CAPISTRANO UNIFIED,MISSION VIEJO,VIEJO ELEMENTARY,84,1,2,80
6110852,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,ARROYO VISTA ELEMENTARY,74,0,2,70
6114516,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,LAS FLORES ELEMENTARY,97,0,14,81
6117741,ORANGE,PUBLIC,CAPISTRANO UNIFIED,RANCHO SANTA MARGARITA,TIJERAS CREEK ELEMENTARY,88,0,16,72
6111819,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,CLARENCE LOBO ELEMENTARY,92,5,0,77
6027585,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,CONCORDIA ELEMENTARY,87,0,11,75
6027601,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,LAS PALMAS ELEMENTARY,152,0,14,125
6118954,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,MARBLEHEAD ELEMENTARY,74,2,8,60
6106819,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,TRUMAN BENEDICT ELEMENTARY,110,1,6,84
100883,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN CLEMENTE,VISTA DEL MAR ELEMENTARY,147,0,6,102
106765,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,CAPISTRANO CONNECTIONS ACADEMY CHARTER,92,0,17,71
6094619,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,DEL OBISPO ELEMENTARY,45,0,4,41
6097398,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,HAROLD AMBUEHL ELEMENTARY,43,0,5,30
6117733,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,KINOSHITA ELEMENTARY,105,0,0,104
6027643,ORANGE,PUBLIC,CAPISTRANO UNIFIED,SAN JUAN CAPISTRANO,SAN JUAN ELEMENTARY,143,2,18,120
6027676,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,ANAHEIM,CENTRALIA ELEMENTARY,72,0,3,67
6027684,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,ANAHEIM,DANBROOK ELEMENTARY,128,1,0,114
6027668,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,BUENA TERRA ELEMENTARY,87,0,0,87
6027700,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,GLEN H. DYSINGER SR. ELEMENTARY,68,0,1,66
6027734,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,RAYMOND TEMPLE ELEMENTARY,50,0,1,49
6027742,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,BUENA PARK,SAN MARINO ELEMENTARY,59,0,0,55
6027692,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,LA PALMA,GEORGE B. MILLER ELEMENTARY,79,0,0,78
6066823,ORANGE,PUBLIC,CENTRALIA ELEMENTARY,LA PALMA,LOS COYOTES ELEMENTARY,58,0,0,57
6027767,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,A. E. ARNOLD ELEMENTARY,81,0,0,77
6027791,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,CLARA J. KING ELEMENTARY,98,0,1,89
6027833,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,FRANK VESSELS ELEMENTARY,99,2,0,88
6027841,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,JULIET MORRIS ELEMENTARY,78,0,2,76
6027858,ORANGE,PUBLIC,CYPRESS ELEMENTARY,CYPRESS,MARGARET LANDELL ELEMENTARY,117,0,0,117
6027874,ORANGE,PUBLIC,CYPRESS ELEMENTARY,LA PALMA,STEVE LUTHER ELEMENTARY,98,0,0,75
6094635,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,COURREGES -ROCH- ELEMENTARY,86,0,1,82
6066922,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,COX -JAMES H.- ELEMENTARY,110,0,2,106
6027973,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,GISLER -ROBERT- ELEMENTARY,97,0,3,94
6085278,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,PLAVAN -URBAIN H.- ELEMENTARY,109,0,0,109
6027924,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,FOUNTAIN VALLEY,TAMURA -HISAMATSU- ELEMENTARY,113,0,4,109
6027999,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,HUNTINGTON BEACH,NEWLAND -WILLIAM T.- ELEMENTARY,94,0,2,92
6068605,ORANGE,PUBLIC,FOUNTAIN VALLEY ELEMENTARY,HUNTINGTON BEACH,OKA -ISOJIRO- ELEMENTARY,69,1,1,67
6028005,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,ACACIA ELEMENTARY,99,0,5,94
6028013,ORANGE,PUBLIC,FULLERTON ELEMENTARY,FULLERTON,BEECHWOOD ELEMENTARY,84,0,4,79
